"eISBN13","Print ISBN13","Title","Subtitle","Publisher","Imprint","Publication Date","On Sale Date / Embargo Date","Series Name","Series Number","Edition Number","Edition Description","BISAC Code","BIC Code","LC Classification","Dewey Decimal Code","Language","Page Count","Content Description","Copyright date","Contributor 1","Contributor Role 1","Contributor 2","Contributor Role 2","Contributor 3","Contributor Role 3","Exclusive Rights Countries","Non-Exclusive Rights Countries","Exclusive Rights Regions","Non-Exclusive Rights Regions","Not For Sale Countries","Not For Sale Regions","Price","Currency Code","Business Model","Price Type Code","Price Type Description","Discount Amount","Discount Percentage","Price Effective From","Price Effective Until","Discount Code Type Code 1","Discount Code Type Name 1","Discount Code Value 1","Discount Code Type Code 2","Discount Code Type Name 2","Discount Code Value 2","Discount Code Type Code 3","Discount Code Type Name 3","Discount Code Value 3","Countries Included","Countries Excluded","Regions Included","Regions Excluded","Asset Type"
"9781479479269","","Alas, Babylon","","Wildside Press LLC","Wildside Press","20220608","20220608","","","","Digital original","FIC028000","FLC","","","eng","238","<i>Alas, Babylon</i>, first published in 1959, was one of the earliest mainstream apocalyptic novels of the nuclear age. It deals with the effects of a nuclear war on a fictional town in Florida (based upon the actual city of Mount Dora).","20220101","Frank, Pat","Author","Betancourt, John","Introduction by","","","AE AF AG AI AN AO AW AZ BB BD BH BI BJ BM BN BO BQ BS BT BW BY BZ CA CD CF CG CM CN CU CV CW DJ DZ EG ER ET FJ FM GA GD GM GN GW GY HK HT IQ IR JO KE KG KH KI KM KN KP KR KW KY KZ LA LB LC LR LS LY MA MC MH ML MM MN MO MR MU MV MW MY NA NE NP NR NZ PA PG PH PK PW QA RW SA SB SC SD SH SL SM SN SR SV SX SY SZ TD TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VN VU YE ZA ZM ZW","","","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434447296","9781434445490","Lorenzino","A Play in Five Acts","Wildside Press LLC","Wildside Press","20130117","20130131","","","","","DRA004000","","","","eng","188","This powerful, eloquent play moves like a Greek tragedy to its inevitable conclusion. Dumas's drama is based on an actual event--the assassination of Duke Alexander of Medici in 1537 by his cousin, Lorenzo. Lorenzino lures his relative to a trap under the pretext of providing him with a woman. He gets close to the Duke by pandering to his lusts, just so that he'll have the opportunity to kill him. His plan ultimately works, but results in the suicide of the woman Lorenzino loves, and the complete discrediting of the assassin in the public eye. Freedom from tyranny comes with a terrible price! A first-rate drama penned two years before The Count of Monte Cristo and The Three Musketeers.","19990101","Dumas, Alexandre","Author","Morlock, Frank J.","Translated by","","","","","WORLD","","","","3.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479437955","","Amra, Vol 2 No 63 (April 1975)","","Wildside Press LLC","Wildside Press","20200221","20200221","","","","Digital original","FIC009000 FIC027040 FIC028000","FM","","","eng","33","George Scithers published AMRA, a leading sword and sorcery fanzine, beginning in 1959. The term ""swords and sorcery"" first appeared there, and AMRA became a leading proponent of the subgenre. Several of the articles originally published in AMRA were later re-printed as part of two volumes about Conan the Barbarian, which Scithers co-edited with L. Sprague de Camp. Contributors to the magazine included all the leading fantasists of the day: Poul Anderson, L. Sprague de Camp, Fritz Leiber, and many more. This volume includes work by: E. Hoffmann Price, John Boardman, Poul Anderson, and more.","19750101","Scithers, George H.","Edited by","","","","","","","WORLD","","","","1.29","INR","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434441195","9781587150531","The Fury Out of Time","","Wildside Press LLC","Wildside Press","20120913","20120913","","","","","FIC028000","","","","eng","202","""The object arrived without warning, tearing a spiral path of devastation across the rural landscape. After the explotion, searchers sifted through the immense pile of debris ... to discover a fantastically instrumented capsule, and a strangely human pilot, stone dead.
<P>
Bowden Karvel's theory, that the capsule's port of origin lay in the distant future, seemed a plausible explanation. But while investigating, the capsule was accidentally dispatched again through time ... only to reappear with an alien navigator, this time destroying a small French town.
<P>
One thing seemed imperative: a human operator must man the intricate controls of the capsule, riding it forward to its mysterious point of origin. And Bowden Karvel seemed the perfect choice to make the trip...""","19750101","Biggle Jr., Lloyd","Author","","","","","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479416790","","The Ghost of the Isherwoods","","Wildside Press LLC","Wildside Press","20180522","20180522","","","","Digital original","FIC022000","FF","","","eng","113","Does Catherine Isherwood really haunt the lovely old house in Westriver? When Louise arrives there, she is looking forward to a happy family reunion -- with the usual whirl of parties and picnics, swimming and movies. And this year, perhaps, her brother's friend, Ritchie Allen, will notice her. But before Louise can even unpack, she is drawn into the tragic mystery surrounding Catherine, the beautiful young girl who once lived in the old house.","19660101","York, Carol Beach","Author","","","","","","","WORLD","","","","25.00","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781667682723","","H.P. Lovecraft: An Evaluation","","Wildside Press LLC","Wildside Press","20231103","20231103","","","","Digital original","LIT021000","DS","","","eng","11","Joseph Payne Brennan, friend of H.P. Lovecraft and an accomplished horror author in his own right, published this groundbreaking essay on Lovecraft in 1955. It originally appeared in a limited edition of only 75 copies and was rarely seen outside of collector circles.","20230101","Brennan, Joseph Payne","Author","","","","","AD AE AF AG AI AL AM AN AO AQ AR AS AT AU AW AX AZ BA BB BD BE BF BG BH BI BJ BL BM BN BO BQ BR BS BT BV BW BY BZ CA CC CD CF CG CH CI CK CL CM CN CO CR CU CV CW CX CY CZ DE DJ DK DM DO DZ EC EE EG EH ER ET FI FJ FK FM FO FR GA GB GD GE GF GG GH GI GL GM GN GP GQ GR GS GT GU GW GY HK HM HN HR HT HU ID IE IL IM IN IO IQ IR IS IT JE JM JO JP KE KG KH KI KM KN KP KR KW KY KZ LA LB LC LI LK LR LS LT LU LV LY MA MC MD ME MF MG MH MK ML MM MN MO MP MQ MR MS MT MU MV MW MX MY MZ NA NC NE NF NG NI NL NO NP NR NU NZ OM PA PE PF PG PH PK PL PM PN PR PS PT PW PY QA RE RO RS RU RW SA SB SC SD SE SG SH SI SJ SK SL SM SN SO SR SS ST SV SX SY SZ TC TD TF TG TH TJ TK TL TM TN TO TR TT TV TW TZ UA UG UM US UY UZ VA VC VE VG VI VN VU WF WS YE YT ZA ZM ZW","","","","","","0.99","CAD","Library","01","RRP excluding tax","","","","","02","2","proprietary","","","","","","","","","","","EPUB"
"9781479428625","","Murder in Maryland","","Wildside Press LLC","Wildside Press","20171210","20171210","","","","Digital original","FIC022060 FIC022070 FIC022000","FH","","","eng","284","<div class=""celwidget""><div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-base a-expander-partial-collapse-container""><div aria-expanded=""true"" class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"">The day Miss Nettie went for lunch at the Penniman's, all her nieces and nephews were present. She behaved atrociously; Alice Penniman had a heart attack; lunch was never served. That night both Miss Nettie and her dog died from an overdose of digitalin, administered by an unknown hand...</div></div></div><div class=""celwidget""></div><div class=""celwidget""><span><span class=""edpIngressIcon""></span></span></div>","","Brown, Zenith","Author","Ford, Leslie","Author","","","","","WORLD","","","","79.00","MXN","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479455607","","Sin's Doorway","","Wildside Press LLC","Wildside Press","20201117","20201117","","","","Digital original","FIC015000","FK","","","eng","25","There were twenty or twenty-five of them, overalled men, and women in homespun dresses and calico sunbonnets, and some shock-headed children. They stood bunched in front of a shabby little clapboard church—I knew it was a church by the tacked-on steeple that housed no bell. Next the church was a grassy burying-ground, with ant-eaten wooden headboards, fenced by stakes and rails. Nobody stood inside the fence. They all faced toward a home-made coffin of whip-sawed pine, rough and unpainted.<P>
I hate funerals. I go to as few as I can manage. But I paused to watch this one. Nobody looked sorry or glad, only intent...","20200101","Wellman, Manly Wade","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434448859","9781434444387","The Scent of Heather","A Gothic Tale of Terror","Wildside Press LLC","Wildside Press","20120423","20120423","","","","","FIC027040","","","","eng","222","Maggie came with her sister Rebecca to Heather House, to recover from the drowning deaths of their two husbands. They thought a few months in the country would be wonderful therapy. But the house seems to be haunted by the ghost of its one-time owner, Heather Lambert, who (it is said) waits in the tower room for the return of her errant husband. And when Maggie discovers the portrait of Heather hidden in the cellar, the woman from the past seems to come alive for her. She sees someone just out of the range of her vision, and she smells the scent of heather in the air... Another thrilling tale of romantic suspense by a master storyteller.","20120101","Banis, V. J.","Author","","","","","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479457168","","The Furry MEGAPACK®","","Wildside Press LLC","Wildside Press","20210312","20210312","","","","Digital original","FIC028000","FLC","","","eng","450","Huskyteer has selected a fine assortment of tales featuring anthropomorphic animals. Included are:<P>
INTRODUCTION, by Huskyteer
PAVLOV’S HOUSE, by Malcolm Cross
PERSONAL HISTORY, by Tim Susman
LUNAR CAVITY, by Mary E. Lowd
THE GOING FORTH OF UADJET, by Frances Pauli
AFTER THE LAST BELL’S RUNG, by Patrick “Bahu” Rochefort
AS BELOW, SO ABOVE, by Mut
THE LANGUAGE OF EMOTION, by Bill Rogers
A BAG OF CUSTARD, by Michael H. Payne
DEITY THEORY, by James L. Steele
DRAWN FROM MEMORY, by Renee Carter Hall
BEST INTERESTS, by Whyte Yoté
CLEARANCE PAPERS, by by Fred Patten
IN THE DAYS OF THE WITCH-QUEENS, by Donald Jacob Uitvlugt
MONSTERS, by Ryan Campbell
RAINFALL, by Kandrel
WIT’S END, by Watts Martin
THE DARKNESS OF DEAD STARS, by Dwale
LASSIE, GO HOME!, by Jaleta Clegg
REATTACHMENT, by Kevin Frane","20210101","Huskyteer","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479451715","9781479451715","The Man Who Was Thursday","","Wildside Press LLC","Wildside Press","20200717","20200717","","","","","FIC022000","FFC","","","eng","195","It is very difficult to classify THE MAN WHO WAS THURSDAY. It is possible to say that it is a gripping adventure story of murderous criminals and brilliant policemen; but it was to be expected that the author of the Father Brown stories should tell a detective story like no-one else. On this level, therefore, THE MAN WHO WAS THURSDAY succeeds superbly; if nothing else, it is a magnificent tour-de-force of suspense-writing.<P>
However, the reader will soon discover that it is much more than that. Carried along on the boisterous rush of the narrative by Chesterton’s wonderful high-spirited style, he will soon see that he is being carried into much deeper waters than he had planned on; and the totally unforeseeable denouement will prove for the modern reader, as it has for thousands of others since 1908 when the book was first published, an inevitable and moving experience, as the investigators finally discover who Sunday is.<P>
Includes a biographical introduction by Karl Wurf.","20200101","Chesterton, G.K.","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479424542","","The Mercer Boys on a Treasure Hunt","","Wildside Press LLC","Wildside Press","20161209","20161209","","","","Digital original","FIC022000","FFC","","","eng","156","The Mercer Boys head to Southern California to search for buried Spanish gold. The Mercer Boys on a Treasure Hunt is the third book in the popular boys' mystery-adventure series by Capwell Wyckoff, originally published between 1929 and 1933.","20160101","Wyckoff, Capwell","Author","","","","","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479455232","","Double Trouble","","Wildside Press LLC","Wildside Press","20201027","20201027","","","","Digital original","FIC028000","FLC","","","eng","23","Annabella C. Flowers, that renowned writer of science fiction—better known as Grannie Annie—was in a jam again. What with red-spot fever, talking cockatoos and flagpole trees, I was running in circles—especially since Grannie became twins every now and then.","20200101","Jacobi, Carl","Author","Betancourt, John","Introduction by","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479429158","","Jailbreak: A Crime Novel","","Wildside Press LLC","Wildside Press","20180117","20180117","","","","Digital original","FIC031010 FIC022000","FFC","","","eng","134","""When Pyro made his planned escape from the penitentiary, his former criminal associates were waiting for him with a getaway car. The gang had been promised a share of the vast fortune Pyro had hidden away before the law had caught up with him. But instead of taking them straight to his buried cache, Pyro ordered a detour to the small town of Onnaville, where he blackmailed a plastic surgeon into giving him a new face.
<P>
The Doctor too had been promised a share of the loot, but instead he was murdered by Pyro, who then ran out on his gang—safe in the knowledge that they had never seen his new face. But nemesis was at hand…""","20140101","Robb, John","Author","","","","","","","WORLD","","","","29.99","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
